reviewer_score,id
8.442000000000002,488440
7.723999999999998,274649
7.739000000000003,374688
9.480000000000004,404352
9.318642316017316,451596
9.123,302161
6.823,317079
7.916999999999997,13963
8.575,159785
8.092999999999996,195089
8.264999999999997,477589
9.231000000000002,456271
8.484000000000002,306957
7.928,297671
8.523000000000001,484684
9.880000000000003,393417
7.267999999999995,26857
9.705000000000005,143179
5.4,252030
8.987333333333336,412476
8.427000000000001,487471
9.65,297338
8.502999999999998,155485
9.828,139350
9.364000000000003,208575
7.751999999999994,137832
9.001333333333344,443337
8.555999999999996,44836
7.527000000000003,173140
6.422999999999997,271298
9.687000000000005,282731
9.832000000000006,384147
9.307000000000004,218440
8.69400000000001,74628
9.012000000000015,165488
8.253999999999996,500250
7.2659999999999965,381342
9.67000822510823,237106
9.708000000000004,445571
7.1592499999999974,192798
8.636000000000001,448671
9.203000000000001,389848
9.813000000000004,329826
5.348000000000001,69182
9.58107142857143,217075
9.812000000000005,449013
6.189999999999997,389549
8.997,92878
9.282,499600
9.947000000000001,502085
7.989000000000005,327860
7.889999999999999,126833
7.224999999999992,182756
6.581999999999998,227128
7.390999999999999,84023
8.4884,164152
7.706999999999998,56331
8.780999999999999,143658
8.091,172779
6.712000000000002,345883
9.326000000000015,55704
8.767000000000008,369659
8.626000000000001,353206
9.041000000000002,331492
8.819999999999995,184180
9.397700000000006,297611
6.231000000000002,206684
9.873209523809525,59374
6.293000000000003,79519
9.871000000000002,20433
9.632200000000001,247070
8.477,268739
8.894000000000004,407280
8.571000000000003,40338
9.552000000000003,386764
8.073166666666665,136283
9.517000000000007,399577
9.739000000000003,293596
8.881833333333338,238963
4.402000000000005,376148
9.523333333333333,292946
5.591274603174603,68726
9.486799999999999,236810
9.632000000000003,483917
9.613000000000007,288399
9.153999999999998,135209
7.380999999999997,227160
8.887000000000002,165503
8.648000000000001,282419
9.086000000000006,337832
7.588000000000005,100085
8.653000000000002,80546
9.666,7068
7.501999999999998,18307
8.138000000000002,143484
8.624999999999998,431293
6.270392857142854,195313
9.7222,386336
8.280999999999995,278451
8.44025000000001,515171
6.277,503022
9.472588095238095,226269
9.327000000000004,174839
8.166000000000002,306061
8.716000000000001,316140
9.241000000000005,448684
9.266000000000005,12797
9.282000000000004,48490
8.361999999999997,492735
8.010000000000002,174491
8.187999999999994,118316
9.848000000000006,86147
9.645000000000003,203992
8.676799999999998,7199
9.545000000000009,310339
5.830000000000002,295699
9.819000000000006,15444
8.939500000000004,46325
9.55166666666667,335935
6.876500000000002,231499
5.186999999999997,202351
5.7340000000000035,301383
7.797000000000005,399578
9.563000000000006,218539
8.970999999999998,469684
8.705,194086
8.249,241140
7.909999999999999,489456
8.614999999999998,40339
7.066000000000003,106564
8.131999999999998,407340
9.059000000000005,57963
9.365600000000004,438739
6.617999999999994,166802
9.124,140977
7.659999999999999,27924
9.799666666666667,27038
9.234216666666663,255975
5.941000000000003,282554
5.376000000000001,215581
8.725,330042
4.638000000000002,204952
6.579,406510
8.739000000000003,346771
9.667000000000007,148090
8.934,457898
7.3195,285354
9.553166666666668,397759
9.00656666666666,32932
8.58,60766
7.525,271800
7.233000000000004,371793
8.124999999999998,371452
6.901999999999999,411526
8.774000000000003,141103
7.505000000000001,110891
9.400083333333333,402758
8.705999999999996,17868
6.582000000000002,343591
7.451999999999999,471490
9.188999999999998,256700
6.812999999999995,505450
7.9300000000000015,450543
7.5175,480364
8.839999999999996,486347
8.245,431782
7.681999999999996,467246
5.674000000000001,139938
8.459999999999997,412939
7.297500000000006,48138
8.5745,296837
9.102072727272725,263732
4.2749999999999995,467070
9.811000000000003,356197
8.089999999999996,68793
9.049625000000002,278265
7.889900000000001,436884
9.58700000000001,291079
6.847566666666665,306791
8.574000000000002,33799
8.885733333333338,54593
8.595999999999998,415518
8.680999999999997,468997
9.147033333333335,453145
9.683250000000003,457129
9.262000000000008,505516
9.097999999999997,124728
7.979,201846
7.835666666666668,87022
7.189000000000001,365351
8.806999999999999,30873
9.538000000000006,310261
9.44533333333334,329375
7.657,255682
7.23,297506
9.269666666666671,227566
5.303000000000002,424859
9.348666666666672,109203
7.9463333333333335,473448
7.231999999999996,92030
8.530750000000001,168447
8.899999999999999,273885
7.881,206882
9.509000000000004,496828
8.537499999999996,428705
8.373999999999999,277018
8.713833333333337,350174
8.321933333333337,47916
9.587000000000002,141600
9.42000000000001,15562
8.676000000000002,485148
7.661999999999995,493569
9.905333333333338,265625
8.097999999999999,423310
6.272099999999998,149334
7.394999999999994,263270
8.393999999999998,324461
9.824000000000002,370959
9.231,403949
7.819000000000002,34219
9.393999999999998,432402
9.241999999999996,134096
8.888999999999998,146868
9.320000000000002,488348
9.258766666666666,51863
7.1389999999999985,126137
9.119999999999997,289411
9.221000000000002,264135
9.032000000000004,379597
8.905000000000001,332
8.445999999999996,210781
7.906666666666664,306309
6.67097857142857,213660
9.082999999999997,104641
9.283300000000011,505966
7.998999999999996,221006
7.053,504336
9.19728571428572,493849
6.891999999999996,364693
7.366999999999998,18305
8.424666666666665,455520
8.562000000000001,133751
7.8269999999999955,318914
9.004583333333336,74887
8.444999999999997,501359
6.553166666666667,202807
7.873999999999996,213229
7.9389999999999965,473930
8.468999999999992,128547
6.552000000000003,411844
5.831000000000002,144377
6.225,103762
9.09500000000001,320283
9.10678690476191,263106
8.355,149193
6.279,395344
8.506000000000002,404926
9.657000000000005,111506
7.8189999999999955,82192
7.960999999999997,209705
9.616000000000009,14784
8.370000000000003,479784
6.399000000000001,25339
8.543619047619048,437361
9.384000000000004,221845
7.405999999999998,297817
6.200433333333334,68601
9.455000000000005,434482
7.205000000000004,454022
8.927500000000007,364050
8.879,1090
8.431666666666661,211779
7.543999999999995,221162
8.499500000000001,460411
9.264999999999997,498842
7.926000000000005,435329
9.092000000000002,230549
9.201999999999998,38979
8.298999999999996,271391
7.878000000000002,253766
8.457,229383
9.63133333333334,492639
8.886999999999999,494422
5.966000000000001,186672
7.847999999999998,121827
7.444,193807
9.202000000000004,410836
8.425,44798
8.555999999999994,353576
8.128,294808
8.905800000000005,462078
8.70755714285714,29385
6.976000000000003,305448
7.439000000000001,500343
7.791000000000002,291972
9.248,459260
7.0159999999999965,375128
7.667999999999995,255330
8.845000000000004,54415
8.153500000000006,80273
9.020666666666669,194710
9.815000000000003,171197
8.097200000000004,361044
6.72616666666667,427546
9.508733333333343,193017
8.934000000000006,301811
6.330156493506494,66917
9.361000000000008,161762
8.822000000000008,260268
8.901000000000003,20818
8.674000000000001,249238
8.442000000000002,163391
8.480717460317457,238731
9.112557142857145,358573
9.179000000000004,296018
7.409833333333333,114269
9.694000000000004,21967
8.024,160483
8.236999999999997,297833
8.704000000000002,387186
9.071000000000005,151262
8.183000000000002,409942
9.674800000000003,14960
8.248999999999997,514706
9.173,490958
9.762166666666667,140482
8.904,512308
7.737000000000003,88428
4.858000000000001,125671
8.418000000000001,329436
9.157,99323
9.150700000000002,186431
8.008000000000003,515714
6.841500000000001,499368
8.51283333333333,173301
8.128000000000002,143158
8.772,311617
8.027999999999999,47816
8.827000000000004,467532
9.753676190476192,182012
6.063999999999998,425740
7.25,131033
7.386999999999996,476358
6.689999999999997,260443
9.553000000000008,388438
9.242,12463
8.298000000000004,466682
8.18727619047619,457042
8.114999999999998,35046
9.024000000000006,130759
9.426600000000004,20932
9.277199999999997,415626
8.708,368514
9.243000000000004,205643
8.983999999999995,171061
7.231999999999999,316066
8.295126190476187,150686
9.30005,320175
7.953999999999997,426531
9.719000000000001,404452
7.922999999999998,174770
7.596999999999998,393901
8.35846666666666,187495
9.588999999999997,450690
9.969164957264958,198736
9.839000000000004,472828
8.019,455702
9.629000000000001,216661
9.859099999999998,173010
7.511128571428569,301546
7.655,166810
8.675999999999998,314488
9.040666666666665,8077
6.571000000000001,102
8.568000000000003,36756
9.751000000000008,402352
9.166000000000006,458002
8.189000000000002,264254
9.057999999999998,370718
9.38400000000001,139853
8.300000000000006,213076
7.750333333333344,210555
7.567000000000003,506950
8.169999999999998,279981
6.678,182942
9.319333333333336,216534
7.854999999999999,193546
9.414000000000001,204357
8.111999999999998,347227
6.244000000000001,427046
4.883000000000004,213967
9.33933333333334,107545
8.044999999999996,177578
9.376,216762
7.141333333333335,186775
5.616000000000001,123135
9.281,393303
9.791666666666668,253464
7.742000000000003,160577
7.727999999999998,181112
8.350999999999996,297801
8.829,416992
9.179,88809
9.386533333333345,166028
8.774000000000003,142035
8.413000000000004,311177
9.504000000000001,386665
7.8139999999999965,54122
9.741000000000003,40375
8.906,280255
9.40360000000001,386744
9.795000000000002,221885
7.865166666666666,275218
8.929999999999998,215877
7.734999999999997,433683
9.545000000000005,272559
8.507,448044
5.2600000000000025,51582
5.797000000000001,67143
5.506000000000004,155960
7.405999999999995,149627
9.940000000000003,177982
7.363999999999999,497842
9.599000000000009,483606
9.256999999999994,183249
8.292499999999995,173552
6.948833333333337,299148
8.877466666666662,286349
8.318,155728
8.349,136430
7.859999999999998,212782
8.187000000000005,438165
9.113000000000001,276813
5.12651071428572,67985
9.315800000000007,278458
9.24345,443905
8.081999999999999,218181
8.811,161186
8.902000000000001,148863
8.442999999999994,37422
9.205000000000005,61995
9.556,39591
9.512000000000008,101725
9.186333333333337,400281
7.8279999999999985,441861
9.385000000000005,125324
9.78400000000001,122728
9.4285,461871
6.858999999999996,467534
9.393999999999998,345901
9.662333333333335,449250
9.207500000000001,408000
6.7950000000000035,431152
9.60626666666667,331641
8.263000000000003,100825
9.553000000000006,106060
7.706999999999999,52297
9.02,76932
9.494861111111112,288696
9.122866666666669,322246
9.652000000000001,175066
9.283000000000001,12445
5.894,467014
9.761600000000005,488004
9.610583333333338,93494
9.544255158730156,219667
9.038000000000002,327229
8.792,249923
9.314866666666667,90875
8.951080952380952,109721
8.008999999999999,354006
9.401000000000003,214946
5.854999999999998,363643
9.796097619047618,515201
7.28210000000001,128332
8.088999999999997,216618
8.3,327739
8.307,258033
9.765500000000001,1358
8.874,30300
9.695033333333338,383701
9.08000000000001,83339
9.440000000000005,136980
9.466000000000001,465103
8.195999999999996,55305
7.958000000000002,360945
9.399000000000008,269737
9.054,33134
9.484000000000002,326439
7.972857142857142,77526
8.008,246568
7.2029999999999985,452525
3.6790000000000043,323398
6.205000000000002,70551
8.465000000000002,391969
8.323333333333322,455468
9.801145238095243,459829
8.175999999999995,511167
8.974000000000004,487064
9.143000000000002,431677
8.441000000000004,487131
8.491108333333337,179862
7.915066666666666,2173
7.518999999999998,147630
9.343000000000007,122394
7.552,505617
5.577000000000001,488729
9.743000000000002,324399
8.820999999999996,132733
9.703166666666672,26030
8.114999999999998,89280
9.325533333333341,406925
8.670385714285715,278979
8.483999999999995,203818
7.700000000000001,482918
8.672999999999995,485834
9.680000000000007,54481
9.445,460775
8.705,375432
9.022999999999998,358655
9.005333333333333,416801
9.178166666666673,288740
9.603000000000003,212431
8.681000000000003,369801
9.408000000000001,496321
5.856,314320
9.407000000000012,116792
6.855699999999997,456828
8.442999999999996,33478
9.767000000000003,388302
9.747000000000002,154778
9.058000000000005,54997
6.1776666666666635,345100
9.052,458457
8.669999999999995,211007
7.785666666666665,301787
8.623000000000003,431004
9.698000000000002,201748
8.616999999999997,87082
8.360916666666663,52745
7.344000000000002,297000
8.72,483921
5.981999999999997,491136
6.7989999999999995,24593
9.187000000000001,397013
8.286000000000001,47379
7.709,203340
8.972000000000003,330745
9.413000000000004,169247
8.422000000000002,328447
8.947,208968
8.729000000000006,95974
8.884500000000005,358854
9.58103333333334,278240
9.067000000000002,171420
8.257,308783
7.395999999999998,439621
7.644,34238
6.9879999999999995,363806
8.995000000000005,180579
7.0779999999999985,110051
9.449333333333334,414884
9.460000000000008,358358
4.4600000000000035,186761
7.7975,475631
7.863249999999999,439149
8.325000000000003,447739
8.297000000000002,488819
9.64933333333334,102934
7.946999999999998,351627
7.118999999999996,346542
9.476,291506
5.967,133940
8.923000000000002,162959
9.761000000000001,358781
7.772499999999995,236664
8.212,319412
9.181500000000007,463574
7.765999999999998,4301
